"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races"
"0500000US10005","Sussex County, Delaware","197871","*****","160814","2389","24984","1095","611","370","1616","440","0","265","5565","2342","4281","1189","534","501","3747","1125"
"0500000US11001","District of Columbia, District of Columbia","604453","*****","242905","4030","309221","2659","1927","750","21552","966","233","224","16825","3775","11790","2050","1887","647","9903","2008"
"0500000US12001","Alachua County, Florida","247497","*****","173152","1708","50685","1662","681","305","13770","781","133","191","2112","1103","6964","1821","1383","1001","5581","1479"
"0500000US12005","Bay County, Florida","169272","*****","139787","1464","15522","1904","1093","758","3595","475","0","310","330","377","8945","2155","1061","936","7884","2019"
"0500000US12009","Brevard County, Florida","543573","*****","454992","3360","54868","1355","2290","802","10813","1329","55","97","7876","2997","12679","2433","1893","958","10786","2368"
"0500000US12011","Broward County, Florida","1753578","*****","1120311","9094","467234","5841","5639","1971","57701","2582","1625","937","56595","8336","44473","5789","10936","2500","33537","5821"
"0500000US12015","Charlotte County, Florida","159990","*****","145371","938","8963","1019","714","256","2086","319","0","310","648","608","2208","1622","53","98","2155","1605"
"0500000US12017","Citrus County, Florida","141129","*****","130843","1399","4321","315","558","381","2291","310","0","310","1637","1276","1479","824","649","749","830","490"
"0500000US12019","Clay County, Florida","191395","*****","157546","1766","18662","1165","1316","356","5198","1149","0","310","2564","1193","6109","2013","1387","949","4722","1584"
"0500000US12021","Collier County, Florida","322472","*****","276760","5121","21018","1189","647","551","3668","356","135","228","15082","5048","5162","2354","1911","1386","3251","1917"
"0500000US12023","Columbia County, Florida","67597","*****","53059","2425","11221","2334","339","399","323","455","0","310","1622","683","1033","634","0","310","1033","634"
"0500000US12031","Duval County, Florida","865876","*****","537164","3973","258220","3459","1872","602","34581","1856","252","262","10334","3428","23453","3323","2118","1250","21335","2965"
"0500000US12033","Escambia County, Florida","298043","*****","206942","1224","68492","1697","1469","579","7603","862","581","709","1110","568","11846","1952","1064","602","10782","1825"
"0500000US12035","Flagler County, Florida","95928","*****","77731","1157","10088","1078","283","468","2300","363","396","511","2230","1276","2900","1335","1046","979","1854","756"
"0500000US12053","Hernando County, Florida","173008","*****","154561","2002","8854","1262","399","425","1354","618","314","374","4960","2048","2566","1171","213","196","2353","1180"
"0500000US12055","Highlands County, Florida","98700","*****","83683","1733","10013","1097","1471","1334","936","453","0","310","1446","948","1151","568","339","372","812","423"
"0500000US12057","Hillsborough County, Florida","1233846","*****","900163","7679","206976","4104","13631","4099","42861","2054","676","263","36176","5797","33363","4296","5912","1865","27451","4064"
"0500000US12061","Indian River County, Florida","138268","*****","121743","608","12161","1103","0","310","1607","381","39","62","378","355","2340","1147","411","436","1929","1094"
"0500000US12069","Lake County, Florida","297950","*****","250116","3511","28119","2003","668","519","5456","633","416","488","7099","3039","6076","2116","609","766","5467","1919"
"0500000US12071","Lee County, Florida","620151","*****","521246","6240","51757","2620","1501","1243","8790","958","51","91","27015","6381","9791","2365","1686","1199","8105","2011"
"0500000US12073","Leon County, Florida","276058","*****","176265","1029","84066","1301","1052","413","7843","758","76","121","1559","723","5197","1494","346","264","4851","1459"
"0500000US12081","Manatee County, Florida","323435","*****","270808","4697","27315","1636","746","715","5374","820","483","767","13680","4491","5029","1934","748","755","4281","1800"
"0500000US12083","Marion County, Florida","331290","*****","268707","3442","40445","2255","768","437","4449","554","233","267","9753","3034","6935","2070","1473","832","5462","1755"
"0500000US12085","Martin County, Florida","146393","*****","128510","2874","8775","1007","1765","1278","904","576","0","310","4648","2772","1791","851","310","451","1481","742"
"0500000US12086","Miami-Dade County, Florida","2505379","*****","1868386","15059","473913","7588","4418","2752","39304","1815","110","129","90471","11034","28777","4125","11625","2174","17152","3209"
"0500000US12087","Monroe County, Florida","73269","*****","66452","814","5116","996","0","310","469","379","106","190","579","557","547","523","0","310","547","523"
"0500000US12089","Nassau County, Florida","73473","*****","66727","370","5174","273","110","156","804","87","0","310","309","292","349","278","0","310","349","278"
"0500000US12091","Okaloosa County, Florida","180728","*****","147332","2027","18816","2016","1557","505","5568","998","0","310","1905","1137","5550","1766","1139","833","4411","1638"
"0500000US12095","Orange County, Florida","1149500","*****","771363","8274","235509","3784","3960","1696","50781","3567","2057","494","48132","7896","37698","5596","10909","2882","26789","4828"
"0500000US12097","Osceola County, Florida","269837","*****","204256","5292","30497","3060","663","418","7144","778","0","310","17891","5501","9386","2726","2169","1016","7217","2567"
"0500000US12099","Palm Beach County, Florida","1323394","*****","1012795","6064","227646","3346","1793","726","31726","1494","822","194","27976","5182","20636","3346","4002","1697","16634","2997"
"0500000US12101","Pasco County, Florida","465543","*****","418862","2327","19400","1507","995","698","10894","780","56","92","6029","2206","9307","2086","834","576","8473","2056"
"0500000US12103","Pinellas County, Florida","916719","*****","767402","3178","93698","2829","1960","815","27525","1263","796","213","7282","3110","18056","2629","1794","808","16262","2426"
"0500000US12105","Polk County, Florida","602788","*****","474407","4724","88910","2031","2085","902","10309","681","238","243","16978","4512","9861","2713","1315","709","8546","2469"
"0500000US12107","Putnam County, Florida","74262","*****","57959","944","12503","1013","226","203","189","203","0","310","1854","980","1531","1164","44","87","1487","1155"
"0500000US12109","St. Johns County, Florida","191323","*****","171523","1137","11124","504","413","400","4506","426","0","310","1164","807","2593","934","362","527","2231","792"
"0500000US12111","St. Lucie County, Florida","278689","*****","200827","4007","52476","1630","2282","1865","4340","751","62","103","7727","2405","10975","3272","4390","2569","6585","2059"
"0500000US12113","Santa Rosa County, Florida","151966","*****","134056","839","7191","1099","1906","806","3347","604","591","702","417","312","4458","1337","1067","811","3391","1044"
"0500000US12115","Sarasota County, Florida","379874","*****","345691","2073","15233","1746","498","321","5460","466","205","275","4275","1677","8512","2462","633","349","7879","2452"
"0500000US12117","Seminole County, Florida","423508","*****","343364","2931","45072","2219","836","471","15494","1522","484","570","5672","1999","12586","3016","2550","1288","10036","2640"
"0500000US12119","Sumter County, Florida","94074","*****","82417","317","9659","707","170","158","422","472","56","102","488","242","862","416","223","170","639","391"
"0500000US12127","Volusia County, Florida","494527","*****","399268","6954","52051","1868","1195","720","7912","921","90","162","23637","6770","10374","2706","1356","1145","9018","2667"
"0500000US13013","Barrow County, Georgia","69731","*****","57658","2205","6795","2156","0","300","1903","808","0","300","932","1028","2443","1189","392","483","2051","1142"
"0500000US13015","Bartow County, Georgia","100195","*****","82105","1644","9757","1432","535","114","524","717","0","300","5039","1757","2235","1375","371","534","1864","1363"
"0500000US13021","Bibb County, Georgia","155715","*****","68535","1521","80074","1604","0","300","2456","381","0","300","1691","1599","2959","1496","0","300","2959","1496"
"0500000US13031","Bulloch County, Georgia","70729","*****","46391","550","19150","968","368","454","1214","300","0","300","2426","885","1180","716","149","223","1031","651"
"0500000US13045","Carroll County, Georgia","110661","*****","84940","1257","20895","1004","529","121","259","441","0","300","2319","1298","1719","1102","0","300","1719","1102"
"0500000US13051","Chatham County, Georgia","265871","*****","143679","2716","107713","736","594","455","6883","591","0","300","3661","2584","3341","1236","811","817","2530","982"
"0500000US13057","Cherokee County, Georgia","215129","*****","187697","2543","12135","1056","1239","656","3649","508","164","196","5991","2401","4254","1665","339","331","3915","1643"
"0500000US13059","Clarke County, Georgia","116668","*****","75983","2338","30303","1014","0","300","4595","664","0","300","2599","2331","3188","1290","304","286","2884","1209"
"0500000US13063","Clayton County, Georgia","259623","*****","51358","3521","170321","3229","400","448","13039","564","0","300","16125","3877","8380","3184","904","936","7476","3030"
"0500000US13067","Cobb County, Georgia","690063","*****","430438","5415","173254","2386","1543","552","32618","1124","461","300","38636","5456","13113","2787","4853","2040","8260","1796"
"0500000US13073","Columbia County, Georgia","124815","*****","96586","1184","19415","803","0","300","5488","287","262","340","753","841","2311","1097","728","716","1583","809"
"0500000US13077","Coweta County, Georgia","127955","*****","99178","1393","21421","1706","0","300","899","421","0","300","1322","1123","5135","1797","736","722","4399","1609"
"0500000US13089","DeKalb County, Georgia","692902","*****","247200","4899","377250","2145","1005","711","35409","2142","106","128","21748","4733","10184","3121","1665","953","8519","2637"
"0500000US13095","Dougherty County, Georgia","94577","*****","27643","377","63916","467","161","155","821","29","0","300","1676","607","360","279","0","300","360","279"
"0500000US13097","Douglas County, Georgia","132722","*****","71647","2326","53709","1440","105","176","2152","107","0","300","3294","1899","1815","1088","493","685","1322","829"
"0500000US13113","Fayette County, Georgia","106945","*****","77111","1292","20906","1115","171","131","3835","690","56","93","1486","1161","3380","1562","294","240","3086","1496"
"0500000US13115","Floyd County, Georgia","96274","*****","77501","1246","13561","958","525","524","1382","164","0","300","858","743","2447","1254","321","352","2126","1169"
"0500000US13117","Forsyth County, Georgia","176738","*****","152837","2911","5168","657","380","360","10461","1142","0","300","4779","2665","3113","1267","291","364","2822","1216"
"0500000US13121","Fulton County, Georgia","926197","*****","417846","5597","408101","2753","1579","1046","53531","1297","235","293","26949","5201","17956","3479","1979","936","15977","3261"
"0500000US13127","Glynn County, Georgia","79816","*****","53367","1337","20797","896","0","300","1047","112","0","300","3374","1277","1231","989","269","452","962","874"
"0500000US13135","Gwinnett County, Georgia","808719","*****","433708","8800","189942","2316","1492","799","86731","1569","392","188","77472","9196","18982","3484","4087","1690","14895","3051"
"0500000US13139","Hall County, Georgia","180253","*****","146382","4775","13282","917","683","787","3209","373","0","300","12241","4869","4456","1852","1206","1132","3250","1423"
"0500000US13151","Henry County, Georgia","205265","*****","114505","2124","76189","952","783","705","6057","585","57","97","4229","2033","3445","1165","359","313","3086","1121"
"0500000US13153","Houston County, Georgia","140713","*****","88300","1336","40424","1196","83","141","2833","929","0","300","4612","1551","4461","1496","562","641","3899","1412"
"0500000US13185","Lowndes County, Georgia","109734","*****","63349","926","40027","1284","329","360","1633","364","0","300","1878","1026","2518","1073","729","758","1789","809"
"0500000US13215","Muscogee County, Georgia","190417","*****","89801","1181","85792","2081","456","293","4564","320","118","140","3640","1105","6046","1993","1013","551","5033","1944"
"0500000US13217","Newton County, Georgia","100086","*****","53916","1213","41794","1180","0","300","1117","300","0","300","1006","773","2253","1287","374","339","1879","1105"
"0500000US13223","Paulding County, Georgia","142741","*****","112960","1231","24581","672","279","289","1177","369","0","300","1167","850","2577","944","556","679","2021","711"
"0500000US13245","Richmond County, Georgia","201005","*****","80319","1494","109281","2059","830","184","3122","363","4","8","1530","976","5919","1922","1144","880","4775","1676"
"0500000US13247","Rockdale County, Georgia","85434","*****","39693","1953","40466","380","0","300","1183","550","0","300","2611","1982","1481","935","825","784","656","525"
"0500000US13285","Troup County, Georgia","67187","*****","42052","532","22274","1030","91","166","1123","80","0","300","514","498","1133","1026","0","300","1133","1026"
"0500000US13313","Whitfield County, Georgia","102934","*****","87448","2538","4218","1202","304","289","1043","641","0","300","5645","2108","4276","1782","2001","1272","2275","1330"
"0500000US15001","Hawaii County, Hawaii","185406","*****","60066","1074","919","394","248","176","42637","3838","22301","2357","4619","1531","54616","4606","3237","1736","51379","4420"
"0500000US15003","Honolulu County, Hawaii","955775","*****","199174","3433","18727","1538","1781","648","424855","8280","91659","4088","9102","2083","210477","9634","6743","2458","203734","9662"
"0500000US15007","Kauai County, Hawaii","67226","*****","22300","615","146","140","141","224","24400","1681","6183","844","296","198","13760","2176","387","301","13373","2238"
"0500000US15009","Maui County, Hawaii","155170","45","54002","1606","553","491","490","357","39045","3494","14727","1607","1109","683","45244","4365","987","590","44257","4443"
"0500000US16001","Ada County, Idaho","393531","*****","364208","1607","4251","986","1966","609","10425","1206","319","372","2839","1426","9523","1973","924","556","8599","1806"
"0500000US16005","Bannock County, Idaho","83071","*****","75832","952","343","307","3986","908","631","477","205","266","537","545","1537","733","0","267","1537","733"
"0500000US16019","Bonneville County, Idaho","104592","*****","94487","1797","542","540","460","517","525","229","63","103","4878","1576","3637","1271","1020","1083","2617","673"
"0500000US16027","Canyon County, Idaho","189428","*****","171500","2961","590","396","3354","1233","1520","566","0","267","6855","2105","5609","1634","1194","680","4415","1619"
"0500000US16055","Kootenai County, Idaho","138901","*****","132055","729","368","322","1295","734","1417","355","142","239","659","536","2965","957","267","290","2698","863"
"0500000US16083","Twin Falls County, Idaho","77517","*****","70362","2134","777","781","616","411","216","257","0","267","4601","1879","945","684","560","635","385","341"
"0500000US17001","Adams County, Illinois","67120","*****","62572","258","2080","622","100","160","472","332","0","267","868","531","1028","613","144","237","884","612"
"0500000US17019","Champaign County, Illinois","201332","*****","151546","998","25440","1068","424","167","18772","545","0","267","1539","977","3611","1257","179","182","3432","1242"
"0500000US17031","Cook County, Illinois","5200950","*****","2934502","19155","1286124","4988","13614","2934","327243","4167","1207","651","544290","19300","93970","6789","20646","3556","73324","6134"
"0500000US17037","DeKalb County, Illinois","105201","*****","87662","2046","7070","618","92","137","2193","486","0","267","5864","2158","2320","996","866","688","1454","813"
"0500000US17043","DuPage County, Illinois","918764","*****","739788","5400","41839","1996","2160","1115","92698","2348","215","267","24062","4918","18002","3438","3147","1118","14855","3084"
"0500000US17089","Kane County, Illinois","516499","*****","389075","8342","29807","2508","567","332","17144","1165","0","267","70208","8679","9698","1905","2948","1217","6750","1488"
"0500000US17091","Kankakee County, Illinois","113502","*****","88593","1487","16913","1032","88","128","1052","343","117","143","4314","1458","2425","1199","526","453","1899","1117"
"0500000US17093","Kendall County, Illinois","115304","*****","96733","1999","5786","1052","413","618","3598","468","0","267","4612","1826","4162","1354","811","613","3351","1174"
"0500000US17097","Lake County, Illinois","704596","*****","534923","6229","47676","2869","2750","1043","43085","1940","137","155","57492","6149","18533","3296","3375","1442","15158","3069"
"0500000US17099","LaSalle County, Illinois","113840","*****","107332","1346","2496","1170","243","338","294","418","0","267","1301","907","2174","1145","783","772","1391","779"
"0500000US17111","McHenry County, Illinois","309192","*****","275388","3407","3394","494","1027","790","8534","612","0","267","17183","3461","3666","1035","692","494","2974","885"
"0500000US17113","McLean County, Illinois","169832","*****","142789","1540","11482","1140","359","267","7599","446","0","267","2874","1314","4729","1536","888","799","3841","1242"
"0500000US17115","Macon County, Illinois","110715","*****","87995","692","18294","923","26","43","1053","402","0","267","458","447","2889","1248","175","233","2714","1239"
"0500000US17119","Madison County, Illinois","269271","*****","238500","1039","21732","992","541","405","2185","396","92","164","811","437","5410","1283","754","582","4656","1205"
"0500000US17143","Peoria County, Illinois","186311","*****","140899","1072","33902","1072","334","247","5871","412","0","267","1438","936","3867","1150","298","483","3569","1108"
"0500000US17161","Rock Island County, Illinois","147517","*****","118053","1596","14665","1076","223","319","1805","460","117","135","8211","1917","4443","1316","1169","750","3274","1096"
"0500000US17163","St. Clair County, Illinois","270419","*****","174665","1305","84343","1423","551","314","2756","521","92","148","2256","1220","5756","1536","918","628","4838","1417"
"0500000US17167","Sangamon County, Illinois","197822","*****","164836","1056","24123","1413","322","252","3331","395","0","267","1575","986","3635","1318","347","314","3288","1416"
"0500000US17179","Tazewell County, Illinois","135433","*****","130452","474","788","305","104","120","773","224","0","267","545","376","2771","464","345","307","2426","401"
"0500000US17183","Vermilion County, Illinois","81551","*****","67628","758","11092","717","142","170","253","271","0","267","1225","796","1211","604","50","85","1161","618"
"0500000US17197","Will County, Illinois","678697","*****","521806","6339","74110","2161","1465","1312","30751","1425","758","742","32770","6690","17037","3283","5064","2095","11973","2373"
"0500000US17201","Winnebago County, Illinois","295127","*****","239693","2057","37195","1516","700","485","7221","467","204","198","3626","1381","6488","1766","237","286","6251","1733"
"0500000US18003","Allen County, Indiana","355856","*****","285016","2445","41854","1996","1339","493","9225","863","191","318","8439","2052","9792","2214","1506","638","8286","2169"
"0500000US18005","Bartholomew County, Indiana","76855","*****","70460","1067","998","410","400","667","2910","289","0","267","1203","905","884","366","34","59","850","350"
"0500000US18019","Clark County, Indiana","110610","*****","99099","369","7846","712","0","267","997","288","0","267","219","237","2449","764","221","179","2228","718"
"0500000US18035","Delaware County, Indiana","117669","*****","105282","450","6661","1122","471","340","1297","245","0","267","619","430","3339","1122","0","267","3339","1122"
"0500000US18039","Elkhart County, Indiana","197646","*****","171988","3917","11533","1352","746","322","2213","275","0","267","7537","3854","3629","1621","378","290","3251","1563"
"0500000US18043","Floyd County, Indiana","74679","*****","68034","508","3051","1075","84","136","771","202","0","267","382","349","2357","941","0","267","2357","941"
"0500000US18057","Hamilton County, Indiana","276390","*****","245050","1336","10479","1685","148","168","13726","947","102","165","1800","1537","5085","1419","452","511","4633","1376"
"0500000US18063","Hendricks County, Indiana","145867","*****","132270","730","6815","915","136","211","2742","640","58","99","975","686","2871","1252","846","638","2025","949"
"0500000US18067","Howard County, Indiana","82770","*****","72850","435","5759","857","256","223","226","316","49","94","1259","625","2371","945","129","179","2242","948"
"0500000US18081","Johnson County, Indiana","140009","*****","131993","926","1758","269","389","294","2628","950","0","267","1616","929","1625","877","526","726","1099","495"
"0500000US18085","Kosciusko County, Indiana","77368","*****","71215","990","775","261","114","148","745","88","0","267","4020","990","499","219","19","34","480","215"
"0500000US18089","Lake County, Indiana","495981","*****","307589","4252","127808","1395","1321","616","6123","743","195","310","42405","4564","10540","1977","3345","1366","7195","1469"
"0500000US18091","LaPorte County, Indiana","111465","*****","96035","542","11240","1170","229","107","889","730","18","45","609","545","2445","843","95","115","2350","839"
"0500000US18095","Madison County, Indiana","131642","*****","116873","669","8480","1255","54","88","649","197","60","78","990","663","4536","1288","64","108","4472","1295"
"0500000US18097","Marion County, Indiana","904878","*****","583370","4409","240872","3275","2710","1154","19262","1119","0","267","33636","4834","25028","3696","3428","1295","21600","3547"
"0500000US18105","Monroe County, Indiana","138422","*****","122044","590","4042","926","278","294","7755","696","0","267","828","652","3475","1117","247","208","3228","1123"
"0500000US18127","Porter County, Indiana","164592","*****","152730","985","5607","886","668","298","2249","252","0","267","1350","683","1988","828","169","157","1819","836"
"0500000US18141","St. Joseph County, Indiana","266961","*****","216020","1763","34494","1290","1572","558","5071","476","133","170","3894","1536","5777","1704","792","551","4985","1576"
"0500000US18157","Tippecanoe County, Indiana","172963","*****","148398","1445","7068","860","267","240","10781","535","155","248","2549","1249","3745","1073","818","594","2927","1022"
"0500000US18163","Vanderburgh County, Indiana","179833","*****","155711","832","16937","1029","177","188","1712","490","0","267","1472","938","3824","1140","51","108","3773","1119"
"0500000US18167","Vigo County, Indiana","107958","*****","95333","438","7728","976","437","404","1869","290","0","267","587","322","2004","888","209","168","1795","853"
"0500000US18177","Wayne County, Indiana","68853","*****","62347","668","1591","550","78","106","704","267","0","267","628","568","3505","678","171","283","3334","599"
"0500000US19013","Black Hawk County, Iowa","131221","*****","113132","1029","12389","682","283","104","1996","208","0","228","1305","952","2116","800","491","402","1625","661"
"0500000US19049","Dallas County, Iowa","66616","*****","60400","924","710","526","56","72","1379","522","0","228","2264","1024","1807","968","467","614","1340","763"
"0500000US19103","Johnson County, Iowa","131225","*****","112906","1268","6180","966","314","277","6901","627","97","158","2152","1286","2675","1104","0","228","2675","1104"
"0500000US19113","Linn County, Iowa","211501","*****","191878","1016","10079","1324","251","223","3625","733","0","228","2198","1113","3470","1315","66","108","3404","1303"
"0500000US19153","Polk County, Iowa","432260","*****","367629","2470","25548","1839","1692","995","15837","1001","165","193","10803","2622","10586","2499","1082","693","9504","2441"
"0500000US19155","Pottawattamie County, Iowa","93359","*****","87262","1559","1062","601","282","316","661","582","0","228","2231","1575","1861","1056","519","781","1342","647"
"0500000US19163","Scott County, Iowa","165841","*****","143328","1218","12678","1122","463","355","3130","462","0","228","1397","839","4845","1691","640","471","4205","1597"
"0500000US19169","Story County, Iowa","89575","*****","79734","477","2453","155","91","105","5595","518","0","228","947","470","755","507","31","53","724","502"
"0500000US19193","Woodbury County, Iowa","102407","*****","84949","1807","3357","1072","1962","677","2699","174","0","228","7387","2075","2053","926","446","548","1607","735"
"0500000US20015","Butler County, Kansas","65923","*****","61009","669","506","335","567","389","1043","661","0","248","1080","778","1718","794","352","276","1366","702"
"0500000US20045","Douglas County, Kansas","111130","*****","93593","1041","4124","895","2912","849","3869","561","0","248","1271","677","5361","1365","460","422","4901","1441"
"0500000US20091","Johnson County, Kansas","545876","*****","477638","2618","23206","1623","1630","673","22914","1464","233","309","7008","2529","13247","2389","1355","689","11892","2227"
"0500000US20103","Leavenworth County, Kansas","73749","2332","61094","2469","7296","935","904","213","1169","337","0","248","955","624","2331","970","156","158","2175","954"
"0500000US20161","Riley County, Kansas","71481","*****","60851","725","3242","1247","477","234","3285","285","172","323","161","199","3293","1601","229","396","3064","1407"
"0500000US20173","Sedgwick County, Kansas","499393","*****","388398","4976","45557","1951","3867","1097","20864","1001","46","77","19269","4631","21392","3025","2893","1643","18499","2620"
"0500000US20177","Shawnee County, Kansas","178301","*****","141970","1653","14882","1438","1969","979","2416","273","73","144","9864","2035","7127","1826","1122","828","6005","1663"
"0500000US20209","Wyandotte County, Kansas","157845","*****","100987","2511","40455","967","1234","480","4046","525","0","248","6261","2259","4862","1688","1515","1239","3347","1170"
"0500000US21047","Christian County, Kentucky","74179","*****","54359","746","15320","903","819","656","978","203","649","576","423","441","1631","685","131","170","1500","680"
"0500000US21059","Daviess County, Kentucky","96762","*****","88667","530","4699","782","134","172","550","265","23","39","812","516","1877","856","229","275","1648","821"
"0500000US21067","Fayette County, Kentucky","296765","*****","226025","2397","40708","1824","837","374","9693","693","240","323","10570","2478","8692","2084","1115","705","7577","1913"
"0500000US21093","Hardin County, Kentucky","106933","*****","86118","1234","14340","886","473","506","1475","435","267","323","1462","1461","2798","783","221","192","2577","780"
"0500000US21111","Jefferson County, Kentucky","742172","*****","549615","2329","152728","3120","1292","855","16731","1087","184","212","5976","2336","15646","3137","1138","761","14508","3312"
"0500000US21117","Kenton County, Kentucky","159876","*****","146062","1153","8347","836","63","81","1604","370","0","271","1567","1302","2233","934","0","271","2233","934"
"0500000US21145","McCracken County, Kentucky","65539","*****","55871","393","6924","601","289","339","311","259","0","271","68","128","2076","815","445","517","1631","636"
"0500000US21227","Warren County, Kentucky","114172","*****","94066","809","10134","1028","227","287","2870","663","0","271","3984","993","2891","1339","391","371","2500","1284"
"0500000US22005","Ascension Parish, Louisiana","107891","*****","78790","1328","25039","682","192","179","1194","89","0","281","1927","1573","749","369","38","74","711","374"
"0500000US22015","Bossier Parish, Louisiana","117522","*****","86274","1124","24645","1107","757","365","1703","436","0","281","1670","892","2473","1200","0","281","2473","1200"
"0500000US22017","Caddo Parish, Louisiana","255543","*****","124691","1122","119913","2314","944","382","2572","425","1248","1928","2834","1206","3341","909","686","385","2655","892"
"0500000US22019","Calcasieu Parish, Louisiana","193230","*****","137331","998","48634","810","872","628","2208","259","295","406","1173","1124","2717","1064","422","350","2295","1005"
"0500000US22033","East Baton Rouge Parish, Louisiana","440909","*****","216628","1706","199335","1390","545","370","12502","644","49","82","5027","1765","6823","1721","1558","946","5265","1464"
"0500000US22045","Iberia Parish, Louisiana","73236","*****","45726","723","23082","1312","1081","1169","1628","399","0","281","221","297","1498","930","0","281","1498","930"
"0500000US22051","Jefferson Parish, Louisiana","432449","*****","273098","3530","115152","1700","2660","1503","17327","718","194","328","17890","3548","6128","1545","1087","669","5041","1409"
"0500000US22055","Lafayette Parish, Louisiana","222051","*****","157362","810","57888","1245","361","267","3780","127","384","548","259","314","2017","1084","273","267","1744","1029"
"0500000US22057","Lafourche Parish, Louisiana","96328","*****","76660","906","12347","838","1955","939","647","184","0","281","1729","1007","2990","1372","405","586","2585","1263"
"0500000US22071","Orleans Parish, Louisiana","347858","*****","114660","1615","207696","2358","1536","979","9420","853","217","345","6708","2041","7621","2194","1061","560","6560","2174"
"0500000US22073","Ouachita Parish, Louisiana","153910","*****","92953","799","56479","725","247","206","1355","406","0","281","1530","849","1346","885","0","281","1346","885"
"0500000US22079","Rapides Parish, Louisiana","131779","*****","83547","761","42846","485","1027","388","1493","270","118","198","1490","791","1258","613","0","281","1258","613"
"0500000US22097","St. Landry Parish, Louisiana","83454","*****","46866","499","34507","968","110","110","376","281","0","281","417","337","1178","803","0","281","1178","803"
"0500000US22103","St. Tammany Parish, Louisiana","234568","*****","195521","1607","25631","1935","1279","465","2788","574","1653","1791","4535","1697","3161","1033","642","492","2519","930"
"0500000US22105","Tangipahoa Parish, Louisiana","121425","*****","81819","427","37125","557","350","397","827","148","0","281","371","353","933","486","0","281","933","486"
"0500000US22109","Terrebonne Parish, Louisiana","111861","*****","78183","1066","21914","826","6649","715","453","419","0","281","3262","1389","1400","774","180","232","1220","707"
"0500000US23001","Androscoggin County, Maine","107623","*****","100086","563","2778","1177","375","473","347","230","150","261","255","436","3632","1079","0","230","3632","1079"
"0500000US23003","Aroostook County, Maine","71720","*****","68409","282","409","163","1109","377","38","34","133","199","161","88","1461","476","360","279","1101","336"
"0500000US23005","Cumberland County, Maine","281457","*****","262354","754","7344","765","857","532","6504","820","68","123","767","513","3563","1077","171","191","3392","1029"
"0500000US23011","Kennebec County, Maine","122143","*****","118085","109","959","217","534","252","1100","212","99","144","0","230","1366","408","65","109","1301","403"
"0500000US23019","Penobscot County, Maine","153849","*****","146621","401","699","349","1399","488","1191","447","0","230","196","122","3743","892","168","180","3575","911"
"0500000US23031","York County, Maine","197216","*****","190369","437","1174","339","555","461","2013","390","0","230","298","405","2807","616","425","305","2382","661"
"0500000US24001","Allegany County, Maryland","75021","*****","66714","280","5974","686","33","72","562","130","47","77","168","159","1523","739","176","174","1347","701"
"0500000US24003","Anne Arundel County, Maryland","539198","*****","408097","3468","82494","3935","1248","594","19552","1143","605","67","9110","3358","18092","4554","2054","1252","16038","4412"
"0500000US24005","Baltimore County, Maryland","805709","*****","524069","3104","208987","2711","1970","653","40974","1244","74","120","13012","3124","16623","2943","2212","1167","14411","2579"
"0500000US24009","Calvert County, Maryland","88936","*****","72048","739","12696","649","149","174","997","472","0","289","1199","766","1847","882","50","84","1797","874"
"0500000US24013","Carroll County, Maryland","167241","*****","155049","953","5342","838","315","320","2285","403","0","289","932","517","3318","1272","619","386","2699","1054"
"0500000US24017","Charles County, Maryland","147086","*****","75201","1177","60686","1421","1174","312","3821","795","0","289","1195","672","5009","1839","761","685","4248","1761"
"0500000US24021","Frederick County, Maryland","234122","*****","193390","2405","17970","1448","1650","1455","9609","620","621","963","3232","1200","7650","1867","740","445","6910","1805"
"0500000US24025","Harford County, Maryland","245177","*****","199819","1440","32280","1026","327","408","5397","707","154","194","1817","1082","5383","1338","631","602","4752","1274"
"0500000US24027","Howard County, Maryland","288376","*****","180249","2321","51247","1345","262","284","41916","1370","193","207","5768","2302","8741","2031","510","366","8231","1942"
"0500000US24031","Montgomery County, Maryland","976203","*****","556937","7037","168254","2437","3193","2278","134144","2962","63","105","74738","7743","38874","4364","8097","1933","30777","4024"
